Genotype,Mode,Trait1,Trait2,mu,upr,lwr,pval
Col0,HTD,SLA,Nmol,-0.7005638779095339,-0.20146987069920133,-0.9303017670740679,0.023
Col0,HTD,SLA,Phyllochron,0.9723895141026343,0.9982978173751993,0.8539969978164147,0
Col0,HTD,SLA,RGR,0.38625765178093274,0.9451948363697491,-0.6687141408807926,0.3156
Col0,HTD,SLA,SeedLength,0.7612290619150446,0.9782965438686698,0.15923818100520742,0.0234
Col0,HTD,SLA,Yield,-0.9639163026156199,-0.8656607756960149,-0.9970001579450775,0
Col0,HTD,Yield,LeafRate,0.9047618486424129,0.9883280129141494,0.6003871642121612,8e-4
Col0,HTD,Yield,Phyllochron,-0.9784081900325816,-0.9098367199190738,-0.9982882967848133,0
Col0,HTD,Yield,RGR,-0.41665336599800284,0.7067798071480309,-0.9562861079797508,0.314
Col0,HTD,Yield,SeedLength,-0.8199930560785423,-0.2423764017426499,-0.9856124368409798,0.0178
Col0,PSD,A,Angle,NA,NA,NA,NA
Col0,PSD,A,Chl,NA,NA,NA,NA
Col0,PSD,A,DW,NA,NA,NA,NA
Col0,PSD,A,FT,NA,NA,NA,NA
Col0,PSD,A,gsw,NA,NA,NA,NA
Col0,PSD,A,LeafRate,NA,NA,NA,NA
Col0,PSD,A,LeafSize,NA,NA,NA,NA
Col0,PSD,A,N,NA,NA,NA,NA
Col0,PSD,A,Nmol,NA,NA,NA,NA
Col0,PSD,A,PetioleRatio,NA,NA,NA,NA
Col0,PSD,A,Phyllochron,NA,NA,NA,NA
Col0,PSD,A,RGR,NA,NA,NA,NA
Col0,PSD,A,RootLength,NA,NA,NA,NA
Col0,PSD,A,SeedLength,NA,NA,NA,NA
Col0,PSD,A,ShapeBlade,NA,NA,NA,NA
Col0,PSD,A,SLA,NA,NA,NA,NA
Col0,PSD,A,Yield,NA,NA,NA,NA
Col0,PSD,Angle,FT,0.8035252411100106,0.982359311620968,0.26557158630520394,0.0144
Col0,PSD,Angle,LeafRate,-0.8900749214124823,-0.39913286978955026,-0.9918693975356853,0.0054
Col0,PSD,Angle,LeafSize,-0.9742004604025811,-0.9136540706137097,-0.9971594278286805,0
Col0,PSD,Angle,N,-0.8954622191094004,-0.7391905366098238,-0.9730844650370883,0
Col0,PSD,Angle,Nmol,-0.17112879178148688,0.26556430552333515,-0.6174021368675326,0.2578
Col0,PSD,Angle,PetioleRatio,0.4776438334557649,0.9405284507249518,-0.46578322813850354,0.1912
Col0,PSD,Angle,Phyllochron,0.9504475429013028,0.9926896820751293,0.8360800510674888,0
Col0,PSD,Angle,RGR,-0.04413039040678726,0.6537276332231932,-0.701882651014362,0.463
Col0,PSD,Angle,SeedLength,-0.8165805869988929,-0.4283486757970998,-0.9781239933358643,0.0032
Col0,PSD,Angle,ShapeBlade,0.9557746865529013,0.9968892401429562,0.8003281085990351,0
Col0,PSD,Angle,SLA,0.24351278074606159,0.8785659853842771,-0.6688484305574046,0.3246
Col0,PSD,Angle,Yield,-0.9199481176532884,-0.7552340455787788,-0.9911902431427478,0
Col0,PSD,Chl,Angle,NA,NA,NA,NA
Col0,PSD,Chl,DW,NA,NA,NA,NA
Col0,PSD,Chl,FT,NA,NA,NA,NA
Col0,PSD,Chl,gsw,NA,NA,NA,NA
Col0,PSD,Chl,LeafRate,NA,NA,NA,NA
Col0,PSD,Chl,LeafSize,NA,NA,NA,NA
Col0,PSD,Chl,N,NA,NA,NA,NA
Col0,PSD,Chl,Nmol,NA,NA,NA,NA
Col0,PSD,Chl,PetioleRatio,NA,NA,NA,NA
Col0,PSD,Chl,Phyllochron,NA,NA,NA,NA
Col0,PSD,Chl,RGR,NA,NA,NA,NA
Col0,PSD,Chl,RootLength,NA,NA,NA,NA
Col0,PSD,Chl,SeedLength,NA,NA,NA,NA
Col0,PSD,Chl,ShapeBlade,NA,NA,NA,NA
Col0,PSD,Chl,SLA,NA,NA,NA,NA
Col0,PSD,Chl,Yield,NA,NA,NA,NA
Col0,PSD,DW,Angle,-0.9815429151037776,-0.919979484102585,-0.9985403646518806,0
Col0,PSD,DW,FT,-0.7632623593910324,-0.22252149774953717,-0.9774093586343479,0.0158
Col0,PSD,DW,LeafRate,0.854527899606049,0.9858893542501908,0.3250969906622295,0.007
Col0,PSD,DW,LeafSize,0.977995218770731,0.9966290774726371,0.9361330605991516,0
Col0,PSD,DW,N,0.8774709059690301,0.9623607038670007,0.7484155330490246,0
Col0,PSD,DW,Nmol,0.08347209372158565,0.5476861850953546,-0.282163490541795,0.3648
Col0,PSD,DW,PetioleRatio,-0.43405720002781734,0.4721735501909252,-0.9272978132126453,0.2092
Col0,PSD,DW,Phyllochron,-0.9561161794434108,-0.8828373451949293,-0.992723036996719,0
Col0,PSD,DW,RGR,-0.05355207439947738,0.6265103671985988,-0.711066495309022,0.4538
Col0,PSD,DW,RootLength,0.9278948839716645,0.9777714738477343,0.8457421959343532,0
Col0,PSD,DW,SeedLength,0.864345156273429,0.9863471508648518,0.537214069324051,0.0022
Col0,PSD,DW,ShapeBlade,-0.9761654737122577,-0.8882321022376896,-0.9982015461694339,0
Col0,PSD,DW,SLA,-0.31681365190425564,0.6239744320163114,-0.8879706321174337,0.2654
Col0,PSD,DW,Yield,0.9534412610518325,0.9936264448454801,0.8063786996629819,0
Col0,PSD,FT,LeafRate,-0.8108329203520745,-0.25565133557295117,-0.9857405131901844,0.0158
Col0,PSD,FT,Phyllochron,0.8325216129941874,0.9884273431769077,0.347662834447454,0.0064
Col0,PSD,FT,RGR,-0.15508489888974186,0.595900957412206,-0.752991766795121,0.372
Col0,PSD,FT,SeedLength,-0.5856334872732674,0.05332387515212179,-0.9507638903012573,0.0658
Col0,PSD,FT,Yield,-0.7469665587018819,-0.20791612714802787,-0.9765708365649908,0.0174
Col0,PSD,gsw,Angle,NA,NA,NA,NA
Col0,PSD,gsw,DW,NA,NA,NA,NA
Col0,PSD,gsw,FT,NA,NA,NA,NA
Col0,PSD,gsw,LeafRate,NA,NA,NA,NA
Col0,PSD,gsw,LeafSize,NA,NA,NA,NA
Col0,PSD,gsw,N,NA,NA,NA,NA
Col0,PSD,gsw,Nmol,NA,NA,NA,NA
Col0,PSD,gsw,PetioleRatio,NA,NA,NA,NA
Col0,PSD,gsw,Phyllochron,NA,NA,NA,NA
Col0,PSD,gsw,RGR,NA,NA,NA,NA
Col0,PSD,gsw,RootLength,NA,NA,NA,NA
Col0,PSD,gsw,SeedLength,NA,NA,NA,NA
Col0,PSD,gsw,ShapeBlade,NA,NA,NA,NA
Col0,PSD,gsw,SLA,NA,NA,NA,NA
Col0,PSD,gsw,Yield,NA,NA,NA,NA
Col0,PSD,LeafSize,FT,-0.7418444567034046,-0.19085711296975236,-0.9704906862219418,0.0204
Col0,PSD,LeafSize,LeafRate,0.8911450414707112,0.9935035643114654,0.3274677210139682,0.0082
Col0,PSD,LeafSize,N,0.9492401433929576,0.9938331690489524,0.8540213204365001,0
Col0,PSD,LeafSize,Nmol,0.26209895212684803,0.684451468894979,-0.10236749831580116,0.125
Col0,PSD,LeafSize,Phyllochron,-0.9055587733637889,-0.7934267726157405,-0.9678759049491698,0
Col0,PSD,LeafSize,RGR,0.09669541449047143,0.7553359413955665,-0.629061462461773,0.4226
Col0,PSD,LeafSize,SeedLength,0.7821950725365665,0.9702638242065709,0.3909565221451492,0.006
Col0,PSD,LeafSize,Yield,0.8893508278486393,0.9703379787071524,0.7027611121801839,0
Col0,PSD,LUE,A,NA,NA,NA,NA
Col0,PSD,LUE,Angle,NA,NA,NA,NA
Col0,PSD,LUE,Chl,NA,NA,NA,NA
Col0,PSD,LUE,DW,NA,NA,NA,NA
Col0,PSD,LUE,FT,NA,NA,NA,NA
Col0,PSD,LUE,gsw,NA,NA,NA,NA
Col0,PSD,LUE,LeafRate,NA,NA,NA,NA
Col0,PSD,LUE,LeafSize,NA,NA,NA,NA
Col0,PSD,LUE,N,NA,NA,NA,NA
Col0,PSD,LUE,Nmol,NA,NA,NA,NA
Col0,PSD,LUE,PetioleRatio,NA,NA,NA,NA
Col0,PSD,LUE,Phyllochron,NA,NA,NA,NA
Col0,PSD,LUE,RGR,NA,NA,NA,NA
Col0,PSD,LUE,RootLength,NA,NA,NA,NA
Col0,PSD,LUE,SeedLength,NA,NA,NA,NA
Col0,PSD,LUE,ShapeBlade,NA,NA,NA,NA
Col0,PSD,LUE,SLA,NA,NA,NA,NA
Col0,PSD,LUE,Yield,NA,NA,NA,NA
Col0,PSD,N,FT,-0.6479544219307091,-0.05168752509802146,-0.9320771845052113,0.0408
Col0,PSD,N,LeafRate,0.8628060377065068,0.9888259607986286,0.2778518117416106,0.0122
Col0,PSD,N,Nmol,0.5173447523718466,0.8603693820182923,0.11917914762611967,0.017
Col0,PSD,N,Phyllochron,-0.7583611121135023,-0.5563143469742355,-0.8928055209752903,0
Col0,PSD,N,RGR,0.32547531815602715,0.9008783943987645,-0.5095876093407423,0.2782
Col0,PSD,N,SeedLength,0.5890163402339695,0.9020031920889175,0.09003001263688176,0.0296
Col0,PSD,N,Yield,0.7212340420236575,0.8984407645220728,0.4347453389318917,2e-4
Col0,PSD,Nmol,FT,-0.14415091511126266,0.5253955931716474,-0.6738621907567109,0.3618
Col0,PSD,Nmol,LeafRate,0.3717429842674863,0.7642481159936046,-0.12399694370820052,0.1066
Col0,PSD,Nmol,Phyllochron,0.05532822465999611,0.45746580776858226,-0.41451949200347454,0.4226
Col0,PSD,Nmol,RGR,0.8024446923784037,0.9866535608122721,0.1515075482445684,0.0282
Col0,PSD,Nmol,SeedLength,-0.32405912437514217,0.32835342100545256,-0.7901314871620236,0.2008
Col0,PSD,Nmol,Yield,-0.16166478371460577,0.35577638552938456,-0.5282852769026151,0.2866
Col0,PSD,PetioleRatio,FT,0.23858070580830576,0.8890755934225446,-0.6996510514999381,0.3416
Col0,PSD,PetioleRatio,LeafRate,-0.4878496131917649,0.5068415983609558,-0.9515431602793253,0.1804
Col0,PSD,PetioleRatio,LeafSize,-0.5626156344163028,0.344044891397838,-0.9625072071837879,0.1432
Col0,PSD,PetioleRatio,N,-0.720849752415831,0.1275856404726829,-0.980629851786318,0.0768
Col0,PSD,PetioleRatio,Nmol,-0.7284130317078694,0.1628871919553461,-0.9804318333469557,0.0788
Col0,PSD,PetioleRatio,Phyllochron,0.2742952440263132,0.8719007073021625,-0.6337770862736392,0.3086
Col0,PSD,PetioleRatio,RGR,-0.5379707682876123,0.5494642950093133,-0.9643541856446821,0.1992
Col0,PSD,PetioleRatio,SeedLength,-0.08285198736069144,0.7633787919101125,-0.8576213434540855,0.4398
Col0,PSD,PetioleRatio,ShapeBlade,0.41620456763162406,0.9353218972441023,-0.5189077253302704,0.2218
Col0,PSD,PetioleRatio,SLA,-0.4007873787473777,0.674651222814088,-0.94451563021865,0.2706
Col0,PSD,PetioleRatio,Yield,-0.22169212199195198,0.6909818284052655,-0.8732837866173053,0.3444
Col0,PSD,Phyllochron,LeafRate,-0.8210979458819203,-0.4162278503165173,-0.9734100187853078,0.0024
Col0,PSD,Phyllochron,RGR,0.11638169956804496,0.6838279180784282,-0.5097781734657927,0.3958
Col0,PSD,Phyllochron,SeedLength,-0.8659843623924892,-0.578488179781972,-0.9858674745027146,2e-4
Col0,PSD,Rd,A,NA,NA,NA,NA
Col0,PSD,Rd,Angle,NA,NA,NA,NA
Col0,PSD,Rd,Chl,NA,NA,NA,NA
Col0,PSD,Rd,DW,NA,NA,NA,NA
Col0,PSD,Rd,FT,NA,NA,NA,NA
Col0,PSD,Rd,gsw,NA,NA,NA,NA
Col0,PSD,Rd,LeafRate,NA,NA,NA,NA
Col0,PSD,Rd,LeafSize,NA,NA,NA,NA
Col0,PSD,Rd,LUE,NA,NA,NA,NA
Col0,PSD,Rd,N,NA,NA,NA,NA
Col0,PSD,Rd,Nmol,NA,NA,NA,NA
Col0,PSD,Rd,PetioleRatio,NA,NA,NA,NA
Col0,PSD,Rd,Phyllochron,NA,NA,NA,NA
Col0,PSD,Rd,RGR,NA,NA,NA,NA
Col0,PSD,Rd,RootLength,NA,NA,NA,NA
Col0,PSD,Rd,SeedLength,NA,NA,NA,NA
Col0,PSD,Rd,ShapeBlade,NA,NA,NA,NA
Col0,PSD,Rd,SLA,NA,NA,NA,NA
Col0,PSD,Rd,Yield,NA,NA,NA,NA
Col0,PSD,RGR,LeafRate,0.32105449636390326,0.8220340168578806,-0.4696616255645711,0.2466
Col0,PSD,RootLength,Angle,-0.8970463406103135,-0.7477937688795215,-0.9806173148792491,0
Col0,PSD,RootLength,FT,-0.7429945395044616,-0.22858192584085477,-0.9754327631201196,0.0126
Col0,PSD,RootLength,LeafRate,0.7059953492723161,0.9233301272457183,0.2742338829057519,0.0086
Col0,PSD,RootLength,LeafSize,0.8436878039923865,0.9265440054424091,0.7262483989202573,0
Col0,PSD,RootLength,N,0.6530738813184243,0.8187604670860695,0.4434886435042361,0
Col0,PSD,RootLength,Nmol,-0.25341820667939347,0.2278426798613144,-0.5917744116454685,0.1726
Col0,PSD,RootLength,PetioleRatio,-0.14293521189311997,0.7084713900344841,-0.8222827278664565,0.4012
Col0,PSD,RootLength,Phyllochron,-0.964909160909019,-0.8692180279601973,-0.9973210002226679,0
Col0,PSD,RootLength,RGR,-0.31847149358284355,0.35038364069445066,-0.8001143470489513,0.2298
Col0,PSD,RootLength,SeedLength,0.9208452782017382,0.9929703223765567,0.6966108884041584,0
Col0,PSD,RootLength,ShapeBlade,-0.9173984778810786,-0.7484007069334843,-0.9882790517975819,0
Col0,PSD,RootLength,SLA,-0.5692036084070379,0.4273998589384226,-0.9542043333336794,0.144
Col0,PSD,RootLength,Yield,0.971125808038624,0.9979909515183824,0.8717031685754699,0
Col0,PSD,SeedLength,LeafRate,0.5707243960306402,0.9266504960461734,-0.04549730569680555,0.0636
Col0,PSD,SeedLength,RGR,-0.4151182241904603,0.40596549012055566,-0.9108996998791307,0.2058
Col0,PSD,ShapeBlade,FT,0.7045679481886621,0.9656700192850777,0.09728373539906077,0.0284
Col0,PSD,ShapeBlade,LeafRate,-0.7943821660968767,-0.2219729685148077,-0.9821685812957607,0.0196
Col0,PSD,ShapeBlade,LeafSize,-0.9600708421008108,-0.8309385293799967,-0.9968173927045777,0
Col0,PSD,ShapeBlade,N,-0.8579160587432784,-0.6237782009072615,-0.9785056911540273,0
Col0,PSD,ShapeBlade,Nmol,-0.048562750031636404,0.43008737079062226,-0.572005193696097,0.436
Col0,PSD,ShapeBlade,Phyllochron,0.9265049141573412,0.9881593020796607,0.7794635986564443,0
Col0,PSD,ShapeBlade,RGR,0.11158838814174815,0.7914314703674062,-0.6569909501212409,0.4178
Col0,PSD,ShapeBlade,SeedLength,-0.8725787875375806,-0.4775247408836756,-0.9899256243202491,0.0028
Col0,PSD,ShapeBlade,SLA,0.3475437473274247,0.9012412205831594,-0.6137721479212102,0.2684
Col0,PSD,ShapeBlade,Yield,-0.9352769478244987,-0.732846928909825,-0.9950842190556781,0
Col0,PSD,SLA,FT,0.16853954143423483,0.8964743956452488,-0.7284412522053844,0.3828
Col0,PSD,SLA,LeafRate,0.002901625597135008,0.784245810382538,-0.8066703218785126,0.4984
Col0,PSD,SLA,LeafSize,-0.16048457412720596,0.7086101419056491,-0.8329298340965108,0.373
Col0,PSD,SLA,N,0.08244847507307718,0.8295294782974592,-0.7249007756736352,0.4288
Col0,PSD,SLA,Nmol,0.7340550638793297,0.9791030129724098,-0.21711052835779596,0.0906
Col0,PSD,SLA,Phyllochron,0.41751683293139114,0.935809123679054,-0.5371099513227496,0.2138
Col0,PSD,SLA,RGR,0.6568864105293764,0.9712070201437272,-0.3686407161502755,0.12
Col0,PSD,SLA,SeedLength,-0.5806817835921192,0.44213890449225973,-0.9615307013877595,0.1468
Col0,PSD,SLA,Yield,-0.4997442012108776,0.49269761432806425,-0.9410324098418723,0.1798
Col0,PSD,Yield,LeafRate,0.7409818428235465,0.9489291960575843,0.27283219573692824,0.0114
Col0,PSD,Yield,Phyllochron,-0.9589418945775969,-0.851674969482185,-0.9970077093884713,0
Col0,PSD,Yield,RGR,-0.24324160738780792,0.440794888940041,-0.7752075209776843,0.287
Col0,PSD,Yield,SeedLength,0.9016295495515729,0.9918386734801529,0.622694290571924,6e-4
Lp26,All,A,Angle,NA,NA,NA,NA
Lp26,All,A,Chl,NA,NA,NA,NA
Lp26,All,A,DW,NA,NA,NA,NA
Lp26,All,A,FT,NA,NA,NA,NA
Lp26,All,A,gsw,NA,NA,NA,NA
Lp26,All,A,LeafRate,NA,NA,NA,NA
Lp26,All,A,LeafSize,NA,NA,NA,NA
Lp26,All,A,N,NA,NA,NA,NA
Lp26,All,A,Nmol,NA,NA,NA,NA
Lp26,All,A,PetioleRatio,NA,NA,NA,NA
Lp26,All,A,Phyllochron,NA,NA,NA,NA
Lp26,All,A,RGR,NA,NA,NA,NA
Lp26,All,A,RootLength,NA,NA,NA,NA
Lp26,All,A,SeedLength,NA,NA,NA,NA
Lp26,All,A,ShapeBlade,NA,NA,NA,NA
Lp26,All,A,SLA,NA,NA,NA,NA
Lp26,All,A,Yield,NA,NA,NA,NA
Lp26,All,Angle,FT,-0.38560615529458614,0.11723083801125349,-0.7817139530315759,0.1074
Lp26,All,Angle,LeafRate,-0.7556649476275279,-0.5682614111787285,-0.8751644392942399,0
Lp26,All,Angle,LeafSize,0.11534560165395896,0.3183749437531207,-0.11907160404692306,0.1978
Lp26,All,Angle,N,-0.42870023080357694,-0.20067455009583793,-0.6174929934691676,6e-4
Lp26,All,Angle,Nmol,-0.4110015068100678,0.1858469316670208,-0.8209467450555932,0.1282
Lp26,All,Angle,PetioleRatio,0.8644611852902042,0.9486988481741534,0.7332513095960884,0
Lp26,All,Angle,Phyllochron,0.2608687479635379,0.490586939050896,0.04793425173806113,0.0242
Lp26,All,Angle,RGR,-0.5550392400999479,-0.2422705315189242,-0.7895975021070472,0.0026
Lp26,All,Angle,SeedLength,NA,NA,NA,NA
Lp26,All,Angle,ShapeBlade,-0.6157268224538435,-0.40530416138322023,-0.7952824581205281,0
Lp26,All,Angle,SLA,0.08687721398214138,0.39519121267477225,-0.21283560458210954,0.3282
Lp26,All,Angle,Yield,-0.9009484965392482,-0.8066507931060484,-0.9672971330781851,0
Lp26,All,Chl,Angle,NA,NA,NA,NA
Lp26,All,Chl,DW,NA,NA,NA,NA
Lp26,All,Chl,FT,NA,NA,NA,NA
Lp26,All,Chl,gsw,NA,NA,NA,NA
Lp26,All,Chl,LeafRate,NA,NA,NA,NA
Lp26,All,Chl,LeafSize,NA,NA,NA,NA
Lp26,All,Chl,N,NA,NA,NA,NA
Lp26,All,Chl,Nmol,NA,NA,NA,NA
Lp26,All,Chl,PetioleRatio,NA,NA,NA,NA
Lp26,All,Chl,Phyllochron,NA,NA,NA,NA
Lp26,All,Chl,RGR,NA,NA,NA,NA
Lp26,All,Chl,RootLength,NA,NA,NA,NA
Lp26,All,Chl,SeedLength,NA,NA,NA,NA
Lp26,All,Chl,ShapeBlade,NA,NA,NA,NA
Lp26,All,Chl,SLA,NA,NA,NA,NA
Lp26,All,Chl,Yield,NA,NA,NA,NA
Lp26,All,DW,Angle,-0.149423711304058,0.09344441561116185,-0.39497360106808305,0.1576
Lp26,All,DW,FT,-0.3723721467975942,0.10120901914946681,-0.7301497273933621,0.0956
Lp26,All,DW,LeafRate,-0.21013880313913946,0.1341269034583388,-0.5376720173646927,0.1596
Lp26,All,DW,LeafSize,0.7262642687670493,0.8695978073425633,0.4877132064079129,0
Lp26,All,DW,N,0.12922333997110935,0.40576919777174747,-0.15329702824243213,0.2278
Lp26,All,DW,Nmol,0.08959218992366846,0.7571560931345573,-0.569848068279218,0.4278
Lp26,All,DW,PetioleRatio,-0.06258741460046867,0.14951944203385154,-0.28554184842535535,0.3136
Lp26,All,DW,Phyllochron,-0.9436614879587565,-0.8485009082728061,-0.9870190269425425,0
Lp26,All,DW,RGR,-0.32960880141080934,0.08774973734489307,-0.6903861617146212,0.0996
Lp26,All,DW,RootLength,0.4631518184347565,0.6635862755378765,0.2190222782735258,0.0026
Lp26,All,DW,SeedLength,NA,NA,NA,NA
Lp26,All,DW,ShapeBlade,0.018635663257063576,0.28408026683612736,-0.25120552283425146,0.4562
Lp26,All,DW,SLA,-0.06667983322539944,0.27032006551248017,-0.42038401906371264,0.3744
Lp26,All,DW,Yield,0.395204294642209,0.6206077737354144,0.1385407884303069,0.0072
Lp26,All,FT,LeafRate,0.5085518191723756,0.857909105047912,-0.05804005340097338,0.0644
Lp26,All,FT,Phyllochron,0.36772798131832857,0.7028760457045342,-0.09253413237134424,0.095
Lp26,All,FT,RGR,0.5904812494940596,0.8899233624960995,0.028214688135253786,0.0424
Lp26,All,FT,SeedLength,NA,NA,NA,NA
Lp26,All,FT,Yield,0.36587108277150565,0.7582344615107759,-0.1344027006370066,0.1102
Lp26,All,gsw,Angle,NA,NA,NA,NA
Lp26,All,gsw,DW,NA,NA,NA,NA
Lp26,All,gsw,FT,NA,NA,NA,NA
Lp26,All,gsw,LeafRate,NA,NA,NA,NA
Lp26,All,gsw,LeafSize,NA,NA,NA,NA
Lp26,All,gsw,N,NA,NA,NA,NA
Lp26,All,gsw,Nmol,NA,NA,NA,NA
Lp26,All,gsw,PetioleRatio,NA,NA,NA,NA
Lp26,All,gsw,Phyllochron,NA,NA,NA,NA
Lp26,All,gsw,RGR,NA,NA,NA,NA
Lp26,All,gsw,RootLength,NA,NA,NA,NA
Lp26,All,gsw,SeedLength,NA,NA,NA,NA
Lp26,All,gsw,ShapeBlade,NA,NA,NA,NA
Lp26,All,gsw,SLA,NA,NA,NA,NA
Lp26,All,gsw,Yield,NA,NA,NA,NA
Lp26,All,LeafSize,FT,-0.6684727518013394,-0.23364467153001917,-0.9006479586735985,0.012
Lp26,All,LeafSize,LeafRate,-0.2908711484843046,0.017203442247561113,-0.5914688411271414,0.062
Lp26,All,LeafSize,N,0.13753833017461525,0.40346258696525433,-0.1206662035472947,0.187
Lp26,All,LeafSize,Nmol,0.08721631909618749,0.7360510665819254,-0.6069541592713427,0.4264
Lp26,All,LeafSize,Phyllochron,-0.8065433034620313,-0.6592064844785404,-0.9088021138557263,0
Lp26,All,LeafSize,RGR,-0.13118766424632966,0.2643847635774956,-0.5484148744209216,0.2994
Lp26,All,LeafSize,SeedLength,NA,NA,NA,NA
Lp26,All,LeafSize,Yield,-0.05571596210245759,0.17787380430261654,-0.2872135545416536,0.3444
Lp26,All,LUE,A,NA,NA,NA,NA
Lp26,All,LUE,Angle,NA,NA,NA,NA
Lp26,All,LUE,Chl,NA,NA,NA,NA
Lp26,All,LUE,DW,NA,NA,NA,NA
Lp26,All,LUE,FT,NA,NA,NA,NA
Lp26,All,LUE,gsw,NA,NA,NA,NA
Lp26,All,LUE,LeafRate,NA,NA,NA,NA
Lp26,All,LUE,LeafSize,NA,NA,NA,NA
Lp26,All,LUE,N,NA,NA,NA,NA
Lp26,All,LUE,Nmol,NA,NA,NA,NA
Lp26,All,LUE,PetioleRatio,NA,NA,NA,NA
Lp26,All,LUE,Phyllochron,NA,NA,NA,NA
Lp26,All,LUE,RGR,NA,NA,NA,NA
Lp26,All,LUE,RootLength,NA,NA,NA,NA
Lp26,All,LUE,SeedLength,NA,NA,NA,NA
Lp26,All,LUE,ShapeBlade,NA,NA,NA,NA
Lp26,All,LUE,SLA,NA,NA,NA,NA
Lp26,All,LUE,Yield,NA,NA,NA,NA
Lp26,All,N,FT,-0.180474381737529,0.3604969757205672,-0.6810961608807126,0.287
Lp26,All,N,LeafRate,0.43262202985477577,0.6752906502839066,0.1079646780271845,0.0172
Lp26,All,N,Nmol,0.12759193711750969,0.6190978671660191,-0.4143963374274223,0.3414
Lp26,All,N,Phyllochron,-0.18782090066545554,0.09301042163590059,-0.4615265169663966,0.1354
Lp26,All,N,RGR,0.19515144124462405,0.5632581875494244,-0.22633383913920188,0.2194
Lp26,All,N,SeedLength,NA,NA,NA,NA
Lp26,All,N,Yield,0.2984155073698388,0.49704016170281884,0.09019236035764476,0.0108
Lp26,All,Nmol,FT,0.22565931515480733,0.7969179885340149,-0.578008506276693,0.3412
Lp26,All,Nmol,LeafRate,0.37637606921588307,0.8331663513097489,-0.40983008431639123,0.2256
Lp26,All,Nmol,Phyllochron,-0.10985220833846557,0.629640520729214,-0.8297699159362844,0.4296
Lp26,All,Nmol,RGR,0.37384378005753804,0.8638674979327444,-0.5118524840632781,0.2536
Lp26,All,Nmol,SeedLength,NA,NA,NA,NA
Lp26,All,Nmol,Yield,0.4365969250535575,0.863859091298113,-0.18439148377863562,0.118
Lp26,All,PetioleRatio,FT,-0.5306563257002095,-0.01987129643624929,-0.859782503264578,0.046
Lp26,All,PetioleRatio,LeafRate,-0.8612650927302479,-0.7149658909977531,-0.9393141765832143,0
Lp26,All,PetioleRatio,LeafSize,-0.03514712968449904,0.12693689134106895,-0.20820695149555354,0.3666
Lp26,All,PetioleRatio,N,-0.44692190197371784,-0.22353189182341537,-0.627392498776302,8e-4
Lp26,All,PetioleRatio,Nmol,-0.4752309857568915,0.27277397783369717,-0.8567656479858425,0.1518
Lp26,All,PetioleRatio,Phyllochron,0.03749324578102053,0.22010958210175452,-0.12779103489428706,0.3602
Lp26,All,PetioleRatio,RGR,-0.7856924301235967,-0.5307260446119891,-0.9150822210065411,0
Lp26,All,PetioleRatio,SeedLength,NA,NA,NA,NA
Lp26,All,PetioleRatio,ShapeBlade,-0.8788745977980732,-0.784462996777353,-0.9446586304979673,0
Lp26,All,PetioleRatio,SLA,-0.22153973196620838,0.07897750220700808,-0.47645771247664,0.1094
Lp26,All,PetioleRatio,Yield,-0.8433647885834721,-0.764681541419579,-0.916389992540425,0
Lp26,All,Phyllochron,LeafRate,0.2122545755580334,0.5156487909676984,-0.09888144459907827,0.1346
Lp26,All,Phyllochron,RGR,0.47401673540092537,0.7615180009022023,0.04946166963370638,0.0344
Lp26,All,Phyllochron,SeedLength,NA,NA,NA,NA
Lp26,All,Rd,A,NA,NA,NA,NA
Lp26,All,Rd,Angle,NA,NA,NA,NA
Lp26,All,Rd,Chl,NA,NA,NA,NA
Lp26,All,Rd,DW,NA,NA,NA,NA
Lp26,All,Rd,FT,NA,NA,NA,NA
Lp26,All,Rd,gsw,NA,NA,NA,NA
Lp26,All,Rd,LeafRate,NA,NA,NA,NA
Lp26,All,Rd,LeafSize,NA,NA,NA,NA
Lp26,All,Rd,LUE,NA,NA,NA,NA
Lp26,All,Rd,N,NA,NA,NA,NA
Lp26,All,Rd,Nmol,NA,NA,NA,NA
Lp26,All,Rd,PetioleRatio,NA,NA,NA,NA
Lp26,All,Rd,Phyllochron,NA,NA,NA,NA
Lp26,All,Rd,RGR,NA,NA,NA,NA
Lp26,All,Rd,RootLength,NA,NA,NA,NA
Lp26,All,Rd,SeedLength,NA,NA,NA,NA
Lp26,All,Rd,ShapeBlade,NA,NA,NA,NA
Lp26,All,Rd,SLA,NA,NA,NA,NA
Lp26,All,Rd,Yield,NA,NA,NA,NA
Lp26,All,RGR,LeafRate,0.7730663670879105,0.9443819912401121,0.4361700650488815,0
Lp26,All,RootLength,Angle,-0.12588189287104162,0.16170891374621735,-0.426045119713048,0.2478
Lp26,All,RootLength,FT,0.2270829998800037,0.6785080980032095,-0.2793603283886721,0.2282
Lp26,All,RootLength,LeafRate,-0.02280627751577645,0.25768722470578687,-0.29456891569860305,0.4468
Lp26,All,RootLength,LeafSize,0.33784658237029275,0.5212290619274302,0.12890977391967193,0.006
Lp26,All,RootLength,N,-0.5817750371457052,-0.3536944400615554,-0.7508148455031184,0
Lp26,All,RootLength,Nmol,0.17740036135738035,0.7134874216055679,-0.4406492133478937,0.3224
